Hit,Title,Artist,Featuring
1,Mud On The Tires,Brad Paisley,0
1,You're My Better Half,Keith Urban,0
1,Monday Morning Church,Alan Jackson,0
1,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,1
1,TRUE,Ryan Cabrera,0
1,Disco Inferno,50 Cent,0
1,When I Think About Cheatin',Gretchen Wilson,0
1,Nobody's Home,Avril Lavigne,0
1,Beautiful Soul,Jesse McCartney,0
1,Lady,Lenny Kravitz,0
1,Come Home Soon,SHeDAISY,0
1,Caught Up,Usher,0
1,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,1
1,Baby Girl,Sugarland,0
1,Bless The Broken Road,Rascal Flatts,0
1,Since U Been Gone,Kelly Clarkson,0
1,He Gets That From Me,Reba McEntire,0
1,Some Cut,Trillville Featuring Cutty,1
1,Rich Girl,Gwen Stefani Featuring Eve,1
1,Okay,Nivea Featuring Lil Jon & YoungBloodZ,1
1,Perdidos,Monchy & Alexandra,0
1,Mockingbird,Eminem,0
1,Holy Water,Big & Rich,0
1,A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,1
1,Thugs Get Lonely Too,2Pac Featuring Nate Dogg,1
1,Ordinary People,John Legend,0
1,Sunday Morning,Maroon 5,0
1,Let's Get Blown,Snoop Dogg,0
1,Ghetto,Akon,0
1,Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",1
1,I'll Be Around,Daryl Hall John Oates,0
1,Get Right,Jennifer Lopez,0
1,O,Omarion,0
1,Nothin' To Lose,Josh Gracin,0
1,Truth Is,Fantasia,0
1,U Don't Know Me,T.I.,0
1,Baby,Fabolous Featuring Mike Shorey,1
1,Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",1
1,It's Like That,Mariah Carey,0
1,Obsession (No Es Amor),Frankie J Featuring Baby Bash,1
1,Like Toy Soldiers,Eminem,0
1,Look What You've Done,Jet,0
1,I May Hate Myself In The Morning,Lee Ann Womack,0
1,Let Them Be Little,Billy Dean,0
1,Candy Shop,50 Cent Featuring Olivia,1
1,Hope,Twista Featuring Faith Evans,1
1,N Dey Say,Nelly,0
1,Let Me Go,3 Doors Down,0
1,That's What I Love About Sunday,Craig Morgan,0
1,Gone,Montgomery Gentry,0
1,Mr. Brightside,The Killers,0
1,I Just Wanna Live,Good Charlotte,0
1,Scars,Papa Roach,0
1,Somewhere Only We Know,Keane,0
1,Collide,Howie Day,0
1,Goin' Crazy,Natalie,0
1,It's Getting Better All The Time,Brooks & Dunn,0
1,Anything But Mine,Kenny Chesney,0
1,Hate It Or Love It,The Game Featuring 50 Cent,1
1,I'm Not Okay (I Promise),My Chemical Romance,0
1,Little Sister,Queens Of The Stone Age,0
1,If Heaven,Andy Griggs,0
1,You And Me,Lifehouse,0
1,Pain,Jimmy Eat World,0
1,Home,Three Days Grace,0
1,La La,Ashlee Simpson,0
1,Baby Mama,Fantasia,0
1,1 Thing,Amerie,0
1,Lonely No More,Rob Thomas,0
1,Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,1
1,My Give A Damn's Busted,Jo Dee Messina,0
1,Down And Out,Cam'Ron Featuring Kanye West & Syleena Johnson,1
1,Almost,Bowling For Soup,0
1,Landed,Ben Folds,0
1,Trying To Find Atlantis,Jamie O'Neal,0
1,We Will Become Silhouettes,The Postal Service,0
1,Lonely,Akon,0
1,Honkytonk U,Toby Keith,0
1,Wait (The Whisper Song),Ying Yang Twins,0
1,Jerk It Out,Caesars,0
1,Baby I'm Back,Baby Bash Featuring Akon,1
1,What's A Guy Gotta Do,Joe Nichols,0
1,Across The Universe,Various Artists,0
1,Number One Spot,Ludacris,0
1,"Sitting, Waiting, Wishing",Jack Johnson,0
1,Switch,Will Smith,0
1,Slow Down,Bobby Valentino,0
1,In The Kitchen,R. Kelly,0
1,Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,1
1,U Already Know,112 Featuring Foxy Brown,1
1,Shut Up,Simple Plan,0
1,God's Will,Martina McBride,0
1,Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,1
1,Hold You Down,Jennifer Lopez Featuring Fat Joe,1
1,I'm A Hustla,Cassidy,0
1,How Do You Get That Lonely,Blaine Larsen,0
1,How Could You,Mario,0
1,The Widow,The Mars Volta,0
1,Oh,Ciara Featuring Ludacris,1
1,E-Pro,Beck,0
1,Just A Lil Bit,50 Cent,0
1,Piggy Bank,50 Cent,0
1,Again,Faith Evans,0
1,Homewrecker,Gretchen Wilson,0
1,Why Do You Love Me,Garbage,0
1,Drugs Or Jesus,Tim McGraw,0
1,Songs About Me,Trace Adkins,0
1,Be Yourself,Audioslave,0
1,Cry Baby/Piece Of My Heart,Melissa Etheridge & Joss Stone,0
1,Bitches Ain't S**t,Ben Folds,0
1,Hollaback Girl,Gwen Stefani,0
1,Girl,Destiny's Child,0
1,Lot Of Leavin' Left To Do,Dierks Bentley,0
1,Sooner Or Later,Breaking Benjamin,0
1,The Hand That Feeds,Nine Inch Nails,0
1,So What The Fuss,Stevie Wonder,0
1,La Camisa Negra,Juanes,0
1,Holiday,Green Day,0
1,Beverly Hills,Weezer,0
1,Devils & Dust,Bruce Springsteen,0
1,B.Y.O.B.,System Of A Down,0
1,We Belong Together,Mariah Carey,0
1,Grind With Me,Pretty Ricky,0
1,Chariot,Gavin DeGraw,0
1,So Much More,Fat Joe,0
1,Sometimes You Can't Make It On Your Own,U2,0
1,Do Somethin',Britney Spears,0
1,Incomplete,Backstreet Boys,0
1,Behind These Hazel Eyes,Kelly Clarkson,0
1,Making Memories Of Us,Keith Urban,0
1,You'll Be There,George Strait,0
1,Don't Phunk With My Heart,The Black Eyed Peas,0
1,Under Pressure,The Used And My Chemical Romance,0
1,Hello Tomorrow,Squeak E. Clean Featuring Karen O,1
1,MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,1
1,Happy?,Mudvayne,0
1,Breathe (2 AM),Anna Nalick,0
1,Cater 2 U,Destiny's Child,0
1,I'll Take That As A Yes (The Hot Tub Song),Phil Vassar,0
1,Class Reunion (That Used To Be Us),Lonestar,0
1,Free Yourself,Fantasia,0
1,Speed Of Sound,Coldplay,0
1,When You Tell Me That You Love Me,American Idol Finalists Season 4,0
1,Blue Orchid,The White Stripes,0
1,Fast Cars And Freedom,Rascal Flatts,0
1,All Because Of You,Marques Houston Featuring Young Rome,1
1,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,1
1,La Tortura,Shakira Feat. Alejandro Sanz,0
1,Give Me That,Webbie Featuring Bun B,1
1,Trapped In The Closet,R. Kelly,0
1,American Baby,Dave Matthews Band,0
1,Best Of You,Foo Fighters,0
1,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,1
1,She's No You,Jesse McCartney,0
1,Diamonds From Sierra Leone,Kanye West,0
1,Untitled (How Can This Happen To Me?),Simple Plan,0
1,I Can't Stop Loving You,Kem,0
1,Home,Michael Buble,0
1,Something More,Sugarland,0
1,Errtime,Nelly Featuring Jung Tru & King Jacob,1
1,Feel Good Inc,Gorillaz,0
1,Let Me Hold You,Bow Wow Featuring Omarion,1
1,How To Deal,Frankie J,0
1,Must Be Nice,Lyfe Jennings,0
1,If Something Should Happen,Darryl Worley,0
1,As Good As I Once Was,Toby Keith,0
1,Listen To Your Heart,D.H.T.,0
1,Get It Poppin',Fat Joe Featuring Nelly,1
1,Back Then,Mike Jones,0
1,Keg In The Closet,Kenny Chesney,0
1,Dreams,The Game,0
1,Make Her Feel Good,Teairra Mari,0
1,Pickin' Wildflowers,Keith Anderson,0
1,Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,1
1,Mississippi Girl,Faith Hill,0
1,Goodbye Time,Blake Shelton,0
1,Pon de Replay,Rihanna,0
1,Don't Ask Me How I Know,Bobby Pinson,0
1,Ass Like That,Eminem,0
1,ASAP,T.I.,0
1,Energy,Natalie Featuring Baby Bash,1
1,Like You,Daddy Yankee,0
1,So Seductive,Tony Yayo Featuring 50 Cent,1
1,Right Here,Staind,0
1,Summer Nights,Lil Rob,0
1,Pump It,The Black Eyed Peas,0
1,Dem Boyz,Boyz N Da Hood,0
1,Touch,Omarion,0
1,Inside Your Heaven,Carrie Underwood,0
1,Alcohol,Brad Paisley,0
1,Don't Worry 'Bout A Thing,SHeDAISY,0
1,Play Something Country,Brooks & Dunn,0
1,"Sugar, We're Goin' Down",Fall Out Boy,0
1,These Words,Natasha Bedingfield,0
1,Inside Your Heaven,Bo Bice,0
1,Go!,Common,0
1,Playa's Only,R. Kelly Featuring The Game,1
1,My Sister,Reba McEntire,0
1,An Honest Mistake,The Bravery,0
1,Helena (So Long & Goodnight),My Chemical Romance,0
1,A Real Fine Place To Start,Sara Evans,0
1,The Talkin' Song Repair Blues,Alan Jackson,0
1,These Boots Are Made For Walkin',Jessica Simpson,0
1,Tell Me,Bobby Valentino,0
1,Cool,Gwen Stefani,0
1,Do You Want Fries With That,Tim McGraw,0
1,Help Somebody,Van Zant,0
1,Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,1
1,Wordplay,Jason Mraz,0
1,This Is How A Heart Breaks,Rob Thomas,0
1,Gotta Getcha,Jermaine Dupri,0
1,Sgt. Pepper's Lonely Hearts Club Band,Paul McCartney With U2,0
1,Play,David Banner,0
1,And Then What,Young Jeezy Featuring Mannie Fresh,1
1,Notice Me,NB Ridaz Featuring Angelina,1
1,Outta Control (Remix),50 Cent Feat. Mobb Deep,0
1,Shake It Off,Mariah Carey,0
1,Just The Girl,The Click Five,0
1,Be My Escape,Relient K,0
1,Gold Digger,Kanye West Featuring Jamie Foxx,1
1,Welcome To Jamrock,"Damian ""Jr. Gong"" Marley",0
1,Somebody's Hero,Jamie O'Neal,0
1,Remedy,Seether,0
1,Like You,Bow Wow Featuring Ciara,1
1,Dirty Little Secret,The All-American Rejects,0
1,Your Body,Pretty Ricky,0
1,I'm A King,P$C Featuring T.I. & Lil Scrappy,1
1,Charlie Last Name: Wilson,Charlie Wilson,0
1,Something To Be Proud Of,Montgomery Gentry,0
1,Georgia Rain,Trisha Yearwood,0
1,Wake Me Up When September Ends,Green Day,0
1,Redneck Yacht Club,Craig Morgan,0
1,Don't Lie,The Black Eyed Peas,0
1,Gotta Make It,Trey Songz Featuring Twista,1
1,Belly Dancer (Bananza),Akon,0
1,Stay With Me (Brass Bed),Josh Gracin,0
1,Hicktown,Jason Aldean,0
1,Seasons Of Love,Cast Of Rent,0
1,Axel F,Crazy Frog,0
1,My Humps,The Black Eyed Peas,0
1,All Jacked Up,Gretchen Wilson,0
1,Girl,Beck,0
1,Naked,Marques Houston,0
1,Nada Es Para Siempre,Luis Fonsi,0
1,Run It!,Chris Brown,0
1,All These Things That I've Done,The Killers,0
1,Sittin' Sidewayz,Paul Wall Featuring Big Pokey,1
1,I'm Sprung,T-Pain,0
1,Wake Up,Hilary Duff,0
1,Soul Survivor,Young Jeezy Featuring Akon,1
1,Just Want You To Know,Backstreet Boys,0
1,Shake,Ying Yang Twins Featuring Pitbull,1
1,Probably Wouldn't Be This Way,LeAnn Rimes,0
1,Best I Ever Had,Gary Allan,0
1,Because Of You,Kelly Clarkson,0
1,Photograph,Nickelback,0
1,Do You Want To,Franz Ferdinand,0
1,Footprints,T.O.K.,0
1,Better Life,Keith Urban,0
1,Girl Tonite,Twista Featuring Trey Songz,1
1,We Be Burnin',Sean Paul,0
1,Outta Control,50 Cent,0
1,More Than Words,Frankie J,0
1,Doesn't Remind Me,Audioslave,0
1,Boyfriend,Ashlee Simpson,0
1,Skin (Sarabeth),Rascal Flatts,0
1,If You Were Mine,Marcos Hernandez,0
1,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",1
1,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,1
1,You're Like Comin' Home,Lonestar,0
1,Come A Little Closer,Dierks Bentley,0
1,Lighters Up,Lil' Kim,0
1,Unbreakable,Alicia Keys,0
1,Stars,Switchfoot,0
1,Fix You,Coldplay,0
1,Good Is Good,Sheryl Crow,0
1,Who Did You Think I Was,John Mayer Trio,0
1,Good Times,Tommy Lee,0
1,I'm Feeling You,Santana Featuring Michelle Branch & The Wreckers,1
1,Laffy Taffy,D4L,0
1,Better Days,Goo Goo Dolls,0
1,Have A Nice Day,Bon Jovi,0
1,Who You'd Be Today,Kenny Chesney,0
1,One Wish,Ray J,0
1,I Should Have Cheated,Keyshia Cole,0
1,Here We Go,Trina Featuring Kelly Rowland,1
1,Shine On,Ryan Cabrera,0
1,Stricken,Disturbed,0
1,Like We Never Loved At All,Faith Hill,0
1,Billy's Got His Beer Goggles On,Neal McCoy,0
1,Soul Meets Body,Death Cab For Cutie,0
1,There It Go! (The Whistle Song),Juelz Santana,0
1,Big Blue Note,Toby Keith,0
1,Tequila Makes Her Clothes Fall Off,Joe Nichols,0
1,Twisted Transistor,Korn,0
1,I Don't Care,Ricky Martin Featuring Fat Joe & Amerie,1
1,Presidential,YoungBloodZ,0
1,Pretty Vegas,INXS,0
1,Don't Forget About Us,Mariah Carey,0
1,Stickwitu,The Pussycat Dolls,0
1,Good Ride Cowboy,Garth Brooks,0
1,If It's Lovin' That You Want,Rihanna,0
1,Juicebox,The Strokes,0
1,Must Be Doin' Somethin' Right,Billy Currington,0
1,Boondocks,Little Big Town,0
1,Only,Nine Inch Nails,0
1,Miss Me Baby,Chris Cagle,0
1,And I,Ciara,0
1,Precious,Depeche Mode,0
1,Heard 'Em Say,Kanye West Featuring Adam Levine,1
1,Hung Up,Madonna,0
1,"Dance, Dance",Fall Out Boy,0
1,Hustler's Ambition,50 Cent,0
1,Don't Bother,Shakira,0
1,L.O.V.E.,Ashlee Simpson,0
1,Luxurious,Gwen Stefani,0
1,Honky Tonk Badonkadonk,Trace Adkins,0
1,Hypnotize,System Of A Down,0
1,Turn It Up,Chamillionaire Featuring Lil' Flip,1
1,Can I Have It Like That,Pharrell Featuring Gwen Stefani,1
1,She Let Herself Go,George Strait,0
1,Window Shopper,50 Cent,0
1,DOA,Foo Fighters,0
1,Bat Country,Avenged Sevenfold,0
1,You're Beautiful,James Blunt,0
1,"Jesus, Take The Wheel",Carrie Underwood,0
1,Check On It,Beyonce Featuring Slim Thug,1
1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",1
1,Fireman,Lil Wayne,0
1,Save Me,Shinedown,0
1,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,0
1,When I'm Gone,Eminem,0
1,Kryptonite (I'm On It),Purple Ribbon All-Stars,0
1,Be Without You,Mary J. Blige,0
1,Comin' To Your City,Big & Rich,0
1,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,1
1,Rompe,Daddy Yankee,0
1,Just Might (Make Me Believe),Sugarland,0
1,Gotta Go,Trey Songz,0
1,My Old Friend,Tim McGraw,0
1,(I Never Promised You A) Rose Garden,Martina McBride,0
1,Unpredictable,Jamie Foxx Featuring Ludacris,1
1,Unwritten,Natasha Bedingfield,0
1,So Sick,Ne-Yo,0
1,Looking For You,Kirk Franklin,0
1,Rodeo,Juvenile,0
1,Rakata,Wisin & Yandel,0
1,Everytime We Touch,Cascada,0
1,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",1
1,Hit The Floor,Twista Featuring Pitbull,1
1,Ella Y Yo,Aventura Featuring Don Omar,1
1,Kerosene,Miranda Lambert,0
1,Welcome 2 Detroit,Trick-Trick Featuring Eminem,1
1,Shake That,Eminem Featuring Nate Dogg,1
1,Amor Eterno,Cristian Castro,0
1,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,1
1,Touch It,Busta Rhymes,0
1,Perfect Situation,Weezer,0
1,Your Man,Josh Turner,0
1,Believe,Brooks & Dunn,0
1,Georgia,Ludacris & Field Mob Featuring Jamie Foxx,1
1,Tonight I Wanna Cry,Keith Urban,0
1,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,1
1,Yo (Excuse Me Miss),Chris Brown,0
1,She Don't Tell Me To,Montgomery Gentry,0
1,Who I Am Hates Who I've Been,Relient K,0
1,Dare,Gorillaz Featuring Shaun Ryder,1
1,My Hood,Young Jeezy,0
1,The Ghost Of You,My Chemical Romance,0
1,Temperature,Sean Paul,0
1,"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,1
1,Ever The Same,Rob Thomas,0
1,Get Drunk And Be Somebody,Toby Keith,0
1,Walk Away,Kelly Clarkson,0
1,We Belong Together,Gavin DeGraw,0
1,Upside Down,Jack Johnson,0
1,Cheatin',Sara Evans,0
1,Living In Fast Forward,Kenny Chesney,0
1,Who Says You Can't Go Home,Bon Jovi,0
1,Oh Yes (aka 'Postman'),Juelz Santana,0
1,Nobody But Me,Blake Shelton,0
1,Lights And Sounds,Yellowcard,0
1,Love,Keyshia Cole,0
1,Breaking Free,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",0
1,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,1
1,Beep,The Pussycat Dolls Featuring will.i.am,1
1,King Without A Crown,Matisyahu,0
1,Get'cha Head In The Game,Andrew Seeley,0
1,Start Of Something New,"Zac Efron, Andrew Seeley & Vanessa Anne Hudgens",0
1,We're All In This Together,High School Musical Cast,0
1,What I've Been Looking For,Lucas Grabeel & Ashley Tisdale,0
1,Stick To The Status Quo,High School Musical Cast,0
1,Goodbye For Now,P.O.D.,0
1,Bop To The Top,Lucas Grabeel & Ashley Tisdale,0
1,What I've Been Looking For (Reprise),Andrew Seeley & Vanessa Anne Hudgens,0
1,When There Was Me And You,Vanessa Anne Hudgens,0
1,Crash,Gwen Stefani,0
1,Move Along,The All-American Rejects,0
1,For You I Will (Confidence),Teddy Geiger,0
1,In My Mind,Heather Headley,0
1,What Hurts The Most,Rascal Flatts,0
1,Betcha Can't Do It Like Me,D4L,0
1,Goodbye My Lover,James Blunt,0
1,Stupid Girls,P!nk,0
1,Bad Day,Daniel Powter,0
1,In The Sun,Michael Stipe,0
1,SOS,Rihanna,0
1,Touch The Sky,Kanye West Featuring Lupe Fiasco,1
1,Girl Next Door,Saving Jane,0
1,Talk,Coldplay,0
1,Over My Head (Cable Car),The Fray,0
1,Animals,Nickelback,0
1,Bring Out The Freak In You,Lil Rob,0
1,Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,0
1,Ridin',Chamillionaire Featuring Krayzie Bone,1
1,Poppin' My Collar,Three 6 Mafia,0
1,Rush,Aly & AJ,0
1,Tell Me When To Go,E-40 Featuring Keak Da Sneak,1
1,Black Sweat,Prince,0
1,Sorry,Madonna,0
1,Best Friend,50 Cent & Olivia,0
1,What's Left Of Me,Nick Lachey,0
1,Control Myself,LL Cool J Featuring Jennifer Lopez,1
1,Wings Of A Butterfly,HIM,0
1,Always On Your Side,Sheryl Crow & Sting,0
1,What You Know,T.I.,0
1,Can't Let Go,Anthony Hamilton,0
1,Savin' Me,Nickelback,0
1,Girl,Paul Wall,0
1,Why,Jason Aldean,0
1,I Write Sins Not Tragedies,Panic! At The Disco,0
1,When You're Mad,Ne-Yo,0
1,In The Deep,Bird York,0
1,Black Horse & The Cherry Tree,KT Tunstall,0
1,4 Minutes,Avant,0
1,Wherever You Are,Jack Ingram,0
1,The Real Thing,Bo Bice,0
1,Something's Gotta Give,LeAnn Rimes,0
1,World Wide Suicide,Pearl Jam,0
1,Hips Don't Lie,Shakira Featuring Wyclef Jean,1
1,The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,0
1,Settle For A Slowdown,Dierks Bentley,0
1,Conceited (There's Something About Remy),Remy Ma,0
1,Wasteland,10 Years,0
1,Gettin' Some,Shawnna,0
1,Gold Lion,Yeah Yeah Yeahs,0
1,Beautiful Love,The Afters,0
1,"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,0
1,The Lucky One,Faith Hill,0
1,Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,1
1,Llame Pa' Verte,Wisin & Yandel,0
1,When The Stars Go Blue,Tim McGraw,0
1,Back Like That,Ghostface Killah Featuring Ne-Yo,1
1,Lo Que Son Las Cosas,Anais,0
1,Speak,Godsmack,0
1,How To Save A Life,The Fray,0
1,Lo Que Me Gusta A Mi,Juanes,0
1,It's Goin' Down,Yung Joc,0
1,Say I,Christina Milian Featuring Young Jeezy,1
1,Size Matters (Someday),Joe Nichols,0
1,Dani California,Red Hot Chili Peppers,0
1,Every Day Is Exactly The Same,Nine Inch Nails,0
1,Gimme That,Chris Brown Featuring Lil Wayne,1
1,Where'd You Go,Fort Minor Featuring Holly Brook,1
1,So What,Field Mob Featuring Ciara,1
1,Stay With You,Goo Goo Dolls,0
1,Enough Cryin,Mary J. Blige Featuring Brook-Lyn,1
1,Every Time I Hear Your Name,Keith Anderson,0
1,Good Luck Charm,Jagged Edge,0
1,Let U Go,Ashley Parker Angel,0
1,Why You Wanna,T.I.,0
1,The Seashores Of Old Mexico,George Strait,0
1,Hate Me,Blue October,0
1,The Adventure,Angels & Airwaves,0
1,Say Somethin',Mariah Carey Featuring Snoop Dogg,1
1,Me & U,Cassie,0
1,Hustler Musik,Lil Wayne,0
1,Summertime,Kenny Chesney,0
1,Save The Last Dance For Me,Michael Buble,0
1,Not Ready To Make Nice,Dixie Chicks,0
1,We Run This,Missy Elliott,0
1,MakeDamnSure,Taking Back Sunday,0
1,DJ Play A Love Song,Jamie Foxx Featuring Twista,1
1,Torn,LeToya,0
1,Animal I Have Become,Three Days Grace,0
1,Don't Forget To Remember Me,Carrie Underwood,0
1,The World,Brad Paisley,0
1,Unfaithful,Rihanna,0
1,Last Day Of My Life,Phil Vassar,0
1,Miss Murder,AFI,0
1,Promiscuous,Nelly Furtado Featuring Timbaland,1
1,Again And Again,Jewel,0
1,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,1
1,Doing Too Much,Paula DeAnda Featuring Baby Bash,1
1,I Dare You,Shinedown,0
1,Hustlin',Rick Ross,0
1,Crazy,Gnarls Barkley,0
1,Bossy,Kelis Featuring Too $hort,1
1,Life Ain't Always Beautiful,Gary Allan,0
1,Crazy Bitch,Buckcherry,0
1,Buttons,The Pussycat Dolls Featuring Snoop Dogg,1
1,"Steady, As She Goes",The Raconteurs,0
1,Me And My Gang,Rascal Flatts,0
1,U And Dat,E-40 Featuring T-Pain & Kandi Girl,1
1,Chasing Cars,Snow Patrol,0
1,Soundtrack To Your Life,Ashley Parker Angel,0
1,A Little Too Late,Toby Keith,0
1,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,0
1,I Am Not My Hair,India.Arie,0
1,Snow ((Hey Oh)),Red Hot Chili Peppers,0
1,I Got You,Craig Morgan,0
1,Wanted Dead Or Alive,Chris Daughtry,0
1,Leave The Pieces,The Wreckers,0
1,Takin' It To The Streets,Taylor Hicks,0
1,Don't Wait,Dashboard Confessional,0
1,Ridin' Rims,Dem Franchize Boyz,0
1,Bring It On Home,Little Big Town,0
1,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,0
1,I Love My B****,Busta Rhymes Featuring will.i.am & Kelis,1
1,Life Is A Highway,Rascal Flatts,0
1,Kick Push,Lupe Fiasco,0
1,One,Mary J. Blige And U2,0
1,Shoulder Lean,Young Dro Featuring T.I.,1
1,I Can't Unlove You,Kenny Rogers,0
1,Ain't No Other Man,Christina Aguilera,0
1,Holla At Me,"DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",1
1,Single,Natasha Bedingfield,0
1,"Mighty ""O""",OutKast,0
1,Down,RKM & Ken-Y,0
1,Why We Thugs,Ice Cube,0
1,Crowded,Jeannie Ortega Featuring Papoose,1
1,Sexy Love,Ne-Yo,0
1,Angelito,Don Omar,0
1,High,James Blunt,0
1,Do I Make You Proud,Taylor Hicks,0
1,Deja Vu,Beyonce Featuring Jay Z,1
1,Pullin' Me Back,Chingy Featuring Tyrese,1
1,Ghetto Story Chapter 2,Cham Featuring Alicia Keys,1
1,Brand New Girlfriend,Steve Holy,0
1,Stars Are Blind,Paris Hilton,0
1,Call On Me,Janet & Nelly,0
1,Coming Undone,Korn,0
1,Is It Any Wonder?,Keane,0
1,Hanging On,Cheyenne Kimball,0
1,Swing,Trace Adkins,0
1,Somewhere Over The Rainbow,Katharine McPhee,0
1,A Public Affair,Jessica Simpson,0
1,My Destiny,Katharine McPhee,0
1,Put Your Records On,Corinne Bailey Rae,0
1,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,1
1,Would You Go With Me,Josh Turner,0
1,Yee Haw,Jake Owen,0
1,SexyBack,Justin Timberlake,0
1,Bojangles,Pitbull,0
1,8th Of November,Big & Rich,0
1,How 'Bout You,Eric Church,0
1,Saving Grace,Tom Petty,0
1,Waiting On The World To Change,John Mayer,0
1,Scotty Doesn't Know,Lustra,0
1,Suddenly I See,KT Tunstall,0
1,Sunshine And Summertime,Faith Hill,0
1,The Riddle,Five For Fighting,0
1,Lips Of An Angel,Hinder,0
1,Gallery,Mario Vazquez,0
1,Invisible,Ashlee Simpson,0
1,Far Away,Nickelback,0
1,Original Fire,Audioslave,0
1,Labios Compartidos,Mana,0
1,London Bridge,Fergie,0
1,The Kill (Bury Me),30 Seconds To Mars,0
1,Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,0
1,Who Said,Hannah Montana,0
1,Face Down,The Red Jumpsuit Apparatus,0
1,I Call It Love,Lionel Richie,0
1,Number One,Pharrell Featuring Kanye West,1
1,S.E.X.,Lyfe Jennings,0
1,"Why, Why, Why",Billy Currington,0
1,The Diary Of Jane,Breaking Benjamin,0
1,Need A Boss,Shareefa Featuring Ludacris,1
1,Best Of Both Worlds,Hannah Montana,0
1,Get Up,Ciara Featuring Chamillionaire,1
1,About Us,Brooke Hogan Featuring Paul Wall,1
1,Chain Hang Low,Jibbs,0
1,Through Glass,Stone Sour,0
1,Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,1
1,Give It Away,George Strait,0
1,When You Were Young,The Killers,0
1,I Loved Her First,Heartland,0
1,Say Goodbye,Chris Brown,0
1,Entourage,Omarion,0
1,Every Mile A Memory,Dierks Bentley,0
1,Money Maker,Ludacris Featuring Pharrell,1
1,That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,1
1,Show Stopper,Danity Kane,0
1,Call Me When You're Sober,Evanescence,0
1,Show Me The Money,Petey Pablo,0
1,Tell Me Baby,Red Hot Chili Peppers,0
1,It's Okay (One Blood),The Game Featuring Junior Reid,1
1,Too Little Too Late,JoJo,0
1,Strut,The Cheetah Girls,0
1,Sleep On It,Danity Kane,0
1,Ride For You,Danity Kane,0
1,Feels Just Like It Should,Pat Green,0
1,Mountains,Lonestar,0
1,The Party's Just Begun,The Cheetah Girls,0
1,Morris Brown,OutKast Featuring Scar & Sleepy Brown,1
1,Vans,The Pack,0
1,Once In A Lifetime,Keith Urban,0
1,You Save Me,Kenny Chesney,0
1,Hands Up,Lloyd Banks Featuring 50 Cent,1
1,Here It Goes Again,OK Go,0
1,Before He Cheats,Carrie Underwood,0
1,Come To Me,Diddy Featuring Nicole Scherzinger,1
1,Stuntin' Like My Daddy,Birdman & Lil Wayne,0
1,Push It,Rick Ross,0
1,Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast,0
1,Ring The Alarm,Beyonce,0
1,Right Where You Want Me,Jesse McCartney,0
1,Tim McGraw,Taylor Swift,0
1,I Can't Hate You Anymore,Nick Lachey,0
1,My Love,Justin Timberlake Featuring T.I.,1
1,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,1
1,Walk It Out,Unk,0
