Title,Artist,Featuring,Hit,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Love Is A Beautiful Thing,Phil Vassar,0,1,42796,0.318,0.583,237147,0.791,0,0,0.123,-3.955,0.0348,81.362,0.488
Break The Ice,Britney Spears,0,1,42899,0.689,0.712,196053,0.911,8.02E-06,5,0.107,-3.866,0.0445,117.533,0.85
Roll,Flo Rida Featuring Sean Kingston,1,1,43160,0.171,0.701,194453,0.915,0,4,0.394,-3.887,0.128,127.101,0.698
Inside The Fire,Disturbed,0,1,43272,0.000233,0.463,231573,0.962,0.109,7,0.0906,-6.43,0.0704,94.003,0.66
Customer,Raheem DeVaughn,0,1,43389,0.463,0.635,245067,0.518,0,1,0.169,-7.131,0.0439,124.044,0.513
Bye Bye,Mariah Carey,0,1,43522,0.298,0.788,266827,0.585,0,10,0.346,-4.884,0.0559,136.002,0.84
Leavin',Jesse McCartney,0,1,43613,0.0283,0.687,216880,0.71,3.71E-06,9,0.0689,-5.84,0.0522,79.235,0.886
I Luv Your Girl,The-Dream,0,1,43696,0.014,0.723,267867,0.322,0,8,0.119,-9.702,0.0341,90.063,0.0406
Gunpowder And Lead,Miranda Lambert,0,1,43799,0.153,0.333,191693,0.907,0,0,0.395,-3.191,0.0959,187.826,0.353
Dangerous,Kardinal Offishall Featuring Akon,1,1,43890,0.00437,0.949,246053,0.79,0,8,0.0816,-5.957,0.0756,117.002,0.807
Put On,Young Jeezy Featuring Kanye West,1,1,44235,0.273,0.801,257267,0.536,0,11,0.121,-10.933,0.32,168.538,0.573
That's What You Get,Paramore,0,1,44298,9.43E-05,0.528,220480,0.831,0,8,0.141,-3.607,0.0429,131.094,0.632
I Still Miss You,Keith Anderson,0,1,44397,0.14,0.505,235907,0.763,0,3,0.0949,-5.386,0.0297,156.024,0.446
All I Want To Do,Sugarland,0,1,44490,0.208,0.709,213360,0.725,4.54E-05,4,0.158,-4.999,0.0556,97.046,0.759
Bartender Song,Rehab,0,1,44593,0.117,0.667,229040,0.673,0,4,0.343,-6.006,0.0536,151.834,0.706
She Never Cried In Front Of Me,Toby Keith,0,1,44771,0.374,0.458,239507,0.621,0,7,0.0999,-4.553,0.0306,145.904,0.34
Waitin' On A Woman,Brad Paisley,0,1,44798,0.0846,0.548,272587,0.617,5.09E-05,0,0.113,-7.093,0.0283,76.371,0.339
Breakout,Miley Cyrus,0,1,44955,0.000132,0.444,206160,0.841,1.15E-05,4,0.229,-3.742,0.0504,160.093,0.796
Whatever You Like,T.I.,0,1,45198,0.0161,0.68,249533,0.687,0,9,0.261,-6.162,0.0709,150.053,0.467
Real,Goo Goo Dolls,0,1,45291,0.00038,0.363,244973,0.618,2.41E-05,0,0.0908,-5.147,0.0296,82.939,0.412
Miss Independent,Ne-Yo,0,1,45397,0.522,0.673,232000,0.683,0,1,0.235,-5.693,0.115,171.86,0.713
Cookie Jar,Gym Class Heroes Featuring The-Dream,1,1,45492,0.0253,0.687,216317,0.668,0,5,0.744,-4.061,0.0282,113.053,0.418
Bad Girlfriend,Theory Of A Deadman,0,1,45697,0.00298,0.504,205627,0.957,0,0,0.187,-2.657,0.0529,135.013,0.676
Ready For Whatever,T.I.,0,1,45856,0.00844,0.602,312467,0.71,0,5,0.285,-5.882,0.0966,75.096,0.292
Gotta Be Somebody,Nickelback,0,1,45909,0.000354,0.536,252653,0.89,0.00165,0,0.133,-5.222,0.0601,115.998,0.205
Here,Rascal Flatts,0,1,45993,0.324,0.458,245373,0.585,0,2,0.231,-5.574,0.0342,145.977,0.196
Lookin' For A Good Time,Lady Antebellum,0,1,46090,0.0146,0.665,187320,0.936,0,7,0.125,-2.97,0.0544,122.003,0.848
Single Ladies (Put A Ring On It),Beyonce,0,1,46171,0.0383,0.426,193213,0.584,0,1,0.188,-5.293,0.296,193.437,0.272
Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,1,1,46195,0.03,0.61,215973,0.431,0,0,0.099,-6.73,0.294,136.878,0.463
Heartless,Kanye West,0,1,46403,0.0515,0.79,211000,0.647,0,10,0.248,-5.983,0.136,87.999,0.654
Leave Out All The Rest,Linkin Park,0,1,46498,0.209,0.509,209307,0.629,1.99E-06,0,0.369,-6.434,0.0335,80.012,0.237
Fifteen,Taylor Swift,0,1,46578,0.067,0.556,294333,0.651,0,7,0.145,-4.396,0.0266,95.485,0.203
You Found Me,The Fray,0,1,46627,0.0187,0.338,241853,0.803,0,8,0.136,-5.412,0.0413,151.994,0.4
See You In My Nightmares,Kanye West Featuring Lil Wayne,1,1,46720,0.0626,0.676,258120,0.432,0,7,0.103,-8.035,0.0339,124.597,0.156
Mad,Ne-Yo,0,1,46896,0.661,0.727,254533,0.649,0,0,0.111,-5.356,0.0338,129.992,0.669
Diva,Beyonce,0,1,47095,0.0488,0.875,200613,0.551,0.00728,6,0.0537,-6.744,0.317,146.092,0.861
Fly On The Wall,Miley Cyrus,0,1,47183,0.165,0.559,151800,0.961,0,7,0.152,-4.162,0.0544,143.974,0.697
Angels On The Moon,Thriving Ivory,0,1,47491,0.267,0.441,252800,0.8,0,10,0.101,-3.268,0.0365,151.011,0.204
Halo,Beyonce,0,1,47592,0.272,0.508,261640,0.72,0,11,0.0563,-5.908,0.0628,79.983,0.472
Absolute,The Fray,0,1,47769,0.0316,0.413,227080,0.836,0,3,0.293,-5.593,0.0371,140.515,0.503
"Lions, Tigers & Bears",Jazmine Sullivan,0,1,47798,0.0788,0.576,251200,0.515,0,6,0.118,-6.178,0.0295,95.406,0.407
Break My Heart,Spectacular! Cast,0,1,47994,0.00081,0.584,190133,0.939,0,1,0.337,-3.081,0.0538,141.007,0.783
Love Is On Its Way,Jonas Brothers,0,1,48083,0.226,0.192,223587,0.637,0,9,0.24,-6.241,0.0485,175.081,0.102
LoveGame,Lady Gaga,0,1,48195,0.00569,0.894,216333,0.678,2.43E-06,6,0.317,-5.611,0.0523,105.024,0.844
Boom Boom Pow,The Black Eyed Peas,0,1,48270,0.00296,0.896,254769,0.71,1.84E-05,7,0.151,-8.275,0.226,130.015,0.594
Then,Brad Paisley,0,1,48334,0.512,0.493,321640,0.643,2.42E-05,0,0.209,-5.19,0.0299,144.717,0.3
Love Who You Love,Rascal Flatts,0,1,48458,0.0613,0.321,216280,0.763,0,9,0.13,-5.742,0.0415,163.8,0.355
Things That Matter,Rascal Flatts,0,1,48584,0.252,0.565,281427,0.453,0.000273,8,0.0793,-7.76,0.0281,126.034,0.28
Birthday Sex,Jeremih,0,1,48690,0.297,0.679,226507,0.522,0,7,0.151,-5.603,0.0427,60.014,0.445
Beggin',Madcon,0,1,48794,0.0226,0.731,216520,0.718,0,4,0.0518,-7.51,0.0672,129.053,0.428
Soulmate,Natasha Bedingfield,0,1,48895,0.351,0.453,213907,0.602,0,3,0.117,-5.56,0.038,169.753,0.349
Epiphany (I'm Leaving),Chrisette Michele,0,1,48991,0.304,0.727,208600,0.676,0,7,0.5,-4.556,0.25,163.021,0.391
Every Girl,Young Money,0,1,49095,0.00316,0.632,315320,0.73,0,6,0.397,-5.895,0.245,76.067,0.762
Alright,Darius Rucker,0,1,49190,0.0527,0.601,231920,0.806,0,7,0.185,-4.579,0.0345,89.87,0.711
Permanent,David Cook,0,1,49223,0.804,0.577,176520,0.336,0,5,0.103,-7.263,0.0303,95.927,0.154
One,Adam Lambert,0,1,49281,0.702,0.441,177577,0.2,7.29E-06,7,0.18,-16.989,0.0284,87.734,0.143
Strange,Reba,0,1,49390,0.237,0.457,180147,0.754,0,11,0.159,-4.022,0.0494,173.978,0.391
Daylight,Matt And Kim,0,1,49594,0.102,0.57,171333,0.798,0.000128,9,0.178,-4.92,0.0323,103.303,0.671
Here We Go Again,Demi Lovato,0,1,49750,0.00432,0.585,226253,0.927,0,5,0.178,-5.253,0.04,142.043,0.672
So Fine,Sean Paul,0,1,49860,0.0299,0.875,211480,0.843,0,6,0.0552,-3.292,0.246,136.974,0.586
I Wanna Know You,Hannah Montana Featuring David Archuleta,1,1,49973,0.127,0.684,166893,0.741,0,5,0.348,-3.892,0.0276,83.999,0.821
You Don't Belong,Daughtry,0,1,50094,0.0162,0.42,239973,0.872,0,1,0.0919,-3.712,0.0406,166.119,0.312
Sweet Dreams,Beyonce,0,1,50196,0.0895,0.694,208067,0.825,1.86E-05,1,0.0618,-5.986,0.111,121.949,0.788
Smile,Uncle Kracker,0,1,50294,0.203,0.541,201627,0.812,0,4,0.42,-3.764,0.0336,141.056,0.607
Welcome To The Future,Brad Paisley,0,1,50397,0.0327,0.516,351453,0.86,0.000131,7,0.162,-5.856,0.0319,141.702,0.43
Gettin' You Home,Chris Young,0,1,50490,0.44,0.639,212133,0.678,1.45E-06,7,0.221,-5.02,0.0278,106.966,0.531
Overcome,Creed,0,1,50672,0.00123,0.328,226827,0.926,0,9,0.127,-3.187,0.0756,194.877,0.392
Awake And Alive,Skillet,0,1,50699,0.0425,0.434,209493,0.939,0,4,0.491,-2.983,0.0593,159.932,0.569
Million Dollar Bill,Whitney Houston,0,1,50799,0.054,0.714,204267,0.747,0,11,0.0845,-4.134,0.111,119.899,0.765
Cowboy Casanova,Carrie Underwood,0,1,50995,0.0328,0.597,236787,0.82,0,5,0.119,-2.529,0.0582,119.969,0.576
"Hey, Soul Sister",Train,0,1,51197,0.185,0.673,216773,0.886,0,1,0.0826,-4.44,0.0431,97.012,0.795
All The Right Moves,OneRepublic,0,1,51257,0.258,0.529,238000,0.948,9.35E-06,0,0.283,-3.527,0.0474,146.024,0.65
Keep Holding On,Glee Cast,0,1,51355,0.175,0.311,244333,0.637,0,7,0.483,-6.303,0.0347,160.745,0.102
White Liar,Miranda Lambert,0,1,51397,0.0499,0.35,287760,0.777,0.000742,10,0.413,-4.33,0.0336,185.04,0.419
Temporary Home,Carrie Underwood,0,1,51491,0.731,0.416,268560,0.354,1.00E-06,0,0.0925,-6.357,0.0263,80.767,0.181
The Other Side Of The Door,Taylor Swift,0,1,51522,0.169,0.476,237600,0.816,0,4,0.238,-4.279,0.0347,163.847,0.469
I Get It In,Omarion Featuring Gucci Mane,1,1,51598,0.00274,0.721,187533,0.797,0,5,0.0841,-4.549,0.135,154.086,0.674
Good Life,OneRepublic,0,1,51768,0.0771,0.634,253307,0.69,0,6,0.132,-7.804,0.052,94.988,0.645
Lean On Me,Glee Cast,0,1,51849,0.642,0.385,257240,0.682,0,9,0.314,-6.358,0.079,172.255,0.488
Bigger,Justin Bieber,0,1,51893,0.166,0.78,197800,0.733,0,0,0.341,-2.851,0.112,104.086,0.895
True Colors,Glee Cast,0,1,51965,0.118,0.611,214000,0.387,0,2,0.213,-7.949,0.0242,85.978,0.335
All I Ask For Anymore,Trace Adkins,0,1,51998,0.133,0.49,237213,0.443,1.98E-05,2,0.0902,-6.493,0.029,129.786,0.279
1901,Phoenix,0,1,52089,0.0605,0.591,193107,0.831,4.67E-05,0,0.19,-5.647,0.0415,144.084,0.705
On Fire,Lil Wayne,0,1,52161,0.00316,0.626,248240,0.866,0.000364,11,0.171,-4.065,0.0408,132.031,0.545
Halfway Gone,Lifehouse,0,1,52198,0.000449,0.543,195307,0.919,0,1,0.243,-4.831,0.0415,125.023,0.498
Naturally,Selena Gomez & The Scene,0,1,52338,0.0185,0.605,202587,0.902,1.01E-06,10,0.0534,-5.406,0.0511,132.612,0.875
Take It Off,Ke$ha,0,1,52584,0.00633,0.923,241319,0.742,3.45E-05,1,0.049,-4.319,0.0349,110.013,0.747
Our Kind Of Love,Lady Antebellum,0,1,52779,0.047,0.632,249253,0.926,0.000169,4,0.116,-3.463,0.0322,112.058,0.889
Hurry Home,Jason Michael Carroll,0,1,52898,0.248,0.617,242867,0.453,0,2,0.109,-7.956,0.0316,133.958,0.252
American Star,Lil Wayne Featuring Shanell AKA SNL,1,1,52990,0.0184,0.539,216827,0.747,0,7,0.0291,-5.064,0.0409,76.976,0.522
Everything To Me,Monica,0,1,53081,0.479,0.308,196960,0.529,0,7,0.441,-5.319,0.0874,80.794,0.485
"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,1,1,53292,0.00417,0.647,216773,0.767,0,6,0.103,-6.497,0.203,157.925,0.537
Cryin' Like A Bitch!,Godsmack,0,1,53373,7.19E-05,0.543,201667,0.808,0.00336,10,0.114,-5.484,0.0407,95.19,0.472
Driving Me Crazy,Sam Adams,0,1,53489,0.00365,0.79,243603,0.718,0,8,0.1,-4.053,0.0357,120.98,0.849
Fistful Of Tears,Maxwell,0,1,53595,0.176,0.744,219267,0.62,0,0,0.101,-6.995,0.0558,123.032,0.701
Wrong Baby Wrong,Martina McBride,0,1,53694,0.0596,0.572,221667,0.673,0,6,0.0887,-5.565,0.042,106.024,0.573
All I Ever Wanted,Kelly Clarkson,0,1,53898,0.0103,0.633,239107,0.866,0,11,0.227,-3.633,0.0443,100.007,0.696
Water,Brad Paisley,0,1,53999,0.00493,0.562,261920,0.825,0.000629,5,0.57,-5.794,0.0269,97.54,0.694
Still,Tim McGraw,0,1,54090,0.261,0.413,224147,0.612,0.000875,1,0.132,-6.625,0.0276,173.412,0.23
Magic,B.o.B Featuring Rivers Cuomo,1,1,54182,0.0127,0.549,196133,0.932,0,8,0.347,-4.11,0.343,82.439,0.787
My First Kiss,3OH!3 Featuring Ke$ha,1,1,54208,0.00564,0.682,192440,0.889,0,0,0.36,-4.166,0.0804,138.021,0.827
Love Like Crazy,Lee Brice,0,1,54296,0.0203,0.535,217387,0.725,1.45E-05,10,0.176,-5.108,0.0275,78.489,0.292
Nightmare,Avenged Sevenfold,0,1,54450,0.000318,0.554,374453,0.949,9.98E-05,2,0.2,-4.928,0.0787,129.984,0.233
Beautiful Day,Lee DeWyze,0,1,54523,0.0198,0.483,237520,0.79,3.14E-05,0,0.143,-4.872,0.0517,135.121,0.29
Teach Me How To Dougie,Cali Swag District,0,1,54590,0.2,0.846,237480,0.438,9.43E-05,11,0.0939,-4.981,0.141,85.013,0.512
Your Love,Nicki Minaj,0,1,54650,0.00204,0.424,245253,0.52,0.00413,11,0.411,-10.231,0.343,189.629,0.184
"It's A Man's, Man's Man's World",Glee Cast,0,1,54694,0.729,0.645,176413,0.375,2.16E-05,3,0.102,-6.138,0.0279,81.027,0.534
Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast,0,1,54757,0.00416,0.463,187413,0.839,0,9,0.442,-3.084,0.0361,145.929,0.614
Up All Night,Drake Featuring Nicki Minaj,1,1,54848,0.00782,0.606,234333,0.811,1.49E-05,7,0.349,-4.667,0.278,156.347,0.276
Finding My Way Back,Jaheim,0,1,54894,0.114,0.605,226693,0.622,0,0,0.15,-5.133,0.0425,136.012,0.177
Misery,Maroon 5,0,1,54943,0.000315,0.704,216200,0.81,0,4,0.216,-4.874,0.0425,102.98,0.726
POWER,Kanye West,0,1,55021,0.0162,0.543,292093,0.915,0,0,0.744,-4.746,0.113,153.998,0.577
I Can Do Anything,3OH!3,0,1,55099,0.00247,0.54,190880,0.906,0,5,0.368,-4.652,0.236,169.94,0.438
La La La,Auburn Featuring Iyaz,1,1,55273,0.216,0.322,228533,0.54,0.585,8,0.101,-12.38,0.0375,92.255,0.302
Champagne Life,Ne-Yo,0,1,55374,0.143,0.616,323933,0.741,0,7,0.347,-4.155,0.131,193.069,0.593
The Catalyst,Linkin Park,0,1,55534,0.0372,0.56,339853,0.925,0,0,0.104,-5.48,0.0362,135.009,0.178
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,1,1,55676,0.479,0.553,223827,0.619,0,3,0.123,-7.101,0.0308,183.908,0.376
Just A Dream,Nelly,0,1,55711,0.0421,0.531,237800,0.752,0,1,0.12,-6.161,0.0305,89.917,0.103
Toot It And Boot It,YG,0,1,55893,0.127,0.8,243747,0.536,0,7,0.106,-9.533,0.0893,95.03,0.247
Radioactive,Kings Of Leon,0,1,56136,0.00877,0.408,206187,0.925,0.000454,5,0.12,-4.88,0.0533,126.405,0.361
Black And Yellow,Wiz Khalifa,0,1,56199,0.0646,0.684,217667,0.834,0,2,0.271,-4.524,0.0675,164.02,0.538
Shake,Jesse McCartney,0,1,56289,0.0928,0.769,188560,0.824,0,6,0.0275,-2.778,0.0621,150.02,0.938
Grenade,Bruno Mars,0,1,56380,0.146,0.706,223253,0.558,0,2,0.118,-7.237,0.0593,110.443,0.227
Losing My Religion,Glee Cast,0,1,56459,0.000393,0.565,214040,0.725,0,10,0.289,-6.442,0.0302,125.407,0.625
Loca,Shakira Featuring El Cata or Dizzee Rascal,1,1,56497,0.342,0.8,183693,0.692,1.92E-06,9,0.0554,-5.57,0.0614,112.002,0.917
This,Darius Rucker,0,1,56582,0.335,0.584,219000,0.524,0,4,0.11,-6.001,0.0287,143.863,0.389
Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",1,1,56678,0.00244,0.628,378893,0.692,0.013,2,0.668,-5.64,0.202,124.791,0.0964
We R Who We R,Ke$ha,0,1,56700,0.214,0.744,199054,0.474,0,8,0.231,-12.81,0.112,119.999,0.745
Last Kiss,Taylor Swift,0,1,56770,0.57,0.371,367133,0.341,3.09E-05,10,0.101,-9.475,0.0319,89.038,0.196
Someone Else Calling You Baby,Luke Bryan,0,1,56799,0.052,0.498,229253,0.916,1.31E-06,8,0.0734,-3.728,0.0662,115.045,0.352
Start Me Up / Livin' On A Prayer,Glee Cast,0,1,56930,0.129,0.558,170707,0.886,0,6,0.337,-4.114,0.0367,123.005,0.571
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,1,1,57160,0.158,0.392,238693,0.839,0,7,0.3,-1.921,0.193,168.001,0.232
Let Me Down Easy,Billy Currington,0,1,57196,0.361,0.606,228493,0.497,0,1,0.106,-5.005,0.0278,125.059,0.18
Freak The Freak Out,Victorious Cast Featuring Victoria Justice,1,1,57277,0.00129,0.689,234480,0.858,0,5,0.0988,-3.185,0.061,140.022,0.51
Rolling In The Deep,Adele,0,1,57367,0.131,0.729,228293,0.756,0,8,0.0527,-5.119,0.0294,104.945,0.522
What Do You Want,Jerrod Niemann,0,1,57489,0.657,0.555,214573,0.496,1.14E-06,4,0.106,-10.12,0.143,153.301,0.543
Make It Rain,Travis Porter,0,1,57799,0.078,0.926,239493,0.69,0,1,0.228,-4.327,0.175,128.952,0.387
The Cave,Mumford & Sons,0,1,58198,0.0464,0.595,217987,0.506,0.000138,4,0.107,-9.682,0.0388,141.981,0.346
Fat Bottomed Girls,Glee Cast,0,1,58255,0.0206,0.514,252173,0.711,0,2,0.172,-5.774,0.0433,91.007,0.424
Bleed Red,Ronnie Dunn,0,1,58298,0.346,0.487,229840,0.668,4.56E-05,10,0.107,-4.251,0.0321,90.083,0.184
Just Can't Get Enough,The Black Eyed Peas,0,1,58391,0.116,0.475,222015,0.44,0.715,0,0.126,-11.459,0.0395,93.993,0.107
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,1,1,58481,0.318,0.626,223253,0.67,0,7,0.0429,-5.381,0.0534,73.422,0.523
Twisted,Gorilla Zoe Featuring Lil Jon,1,1,58576,0.0595,0.9,179107,0.841,0,11,0.108,-6.352,0.194,125.034,0.551
Do You Wanna Touch Me (Oh Yeah),Glee Cast Featuring Gwyneth Paltrow,1,1,58656,0.000841,0.626,216640,0.804,0,11,0.543,-3.586,0.0553,126.972,0.63
Homeboy,Eric Church,0,1,58685,0.015,0.558,227227,0.673,0.000655,6,0.0758,-4.914,0.0291,139.985,0.445
Get It Right,Glee Cast,0,1,58715,0.331,0.419,227853,0.549,0,2,0.073,-5.696,0.0322,83.555,0.141
Bring It Back,Travis Porter,0,1,58787,0.116,0.944,217907,0.76,0,11,0.113,-4.355,0.0851,98.001,0.545
John,Lil Wayne Featuring Rick Ross,1,1,58856,0.0143,0.589,286973,0.821,0,11,0.112,-4.473,0.111,77.472,0.424
I Wanna Go,Britney Spears,0,1,58972,0.00379,0.696,210267,0.546,3.80E-06,5,0.332,-6.55,0.0414,130.002,0.787
Somewhere Else,Toby Keith,0,1,59099,0.463,0.578,185987,0.648,9.25E-06,2,0.0633,-5.106,0.0522,178.011,0.813
Country Girl (Shake It For Me),Luke Bryan,0,1,59221,0.0293,0.645,225560,0.904,0,2,0.0834,-4.532,0.0462,105.97,0.671
I Feel Pretty / Unpretty,Glee Cast,0,1,59321,0.109,0.348,239373,0.484,0,0,0.125,-8.171,0.0359,75.492,0.337
Whiskey,Jana Kramer,0,1,59398,0.0533,0.528,215907,0.773,1.50E-05,0,0.34,-3.395,0.0331,143.816,0.48
Not Ready To Die,Avenged Sevenfold,0,1,59469,0.000178,0.434,425264,0.984,0.000226,10,0.08,-6.201,0.123,160.011,0.158
The Edge Of Glory,Lady Gaga,0,1,59502,0.000343,0.581,320587,0.772,0.0191,9,0.11,-6.544,0.0401,127.952,0.361
Jack Sparrow,The Lonely Island Featuring Michael Bolton,1,1,59568,0.0225,0.719,187747,0.712,0,8,0.0442,-5.242,0.221,96.997,0.419
Right There,Nicole Scherzinger Featuring 50 Cent,1,1,59676,0.155,0.751,262253,0.799,0,7,0.427,-3.906,0.27,95.013,0.59
Like My Mother Does,Lauren Alaina,0,1,59719,0.286,0.433,247813,0.72,0,6,0.0936,-1.912,0.0312,139.765,0.274
Marry The Night,Lady Gaga,0,1,59778,0.00104,0.614,264520,0.879,0.00438,0,0.41,-4.422,0.056,131.092,0.407
International Love,Pitbull Featuring Chris Brown,1,1,59858,0.0124,0.669,227280,0.855,0,0,0.335,-3.035,0.0499,120.045,0.648
Just Fishin',Trace Adkins,0,1,59897,0.00764,0.586,210333,0.674,0.0777,11,0.243,-5.69,0.0246,86.5,0.395
You,Romeo Santos,0,1,59996,0.318,0.725,248813,0.625,0,9,0.0825,-7.595,0.0741,132.108,0.845
Black Horse And The Cherry Tree,Casey Weston,0,1,60089,0.00363,0.667,168280,0.802,0,1,0.108,-4.116,0.0399,104.948,0.886
Dog Days Are Over,Vicci Martinez,0,1,60167,0.23,0.576,213107,0.799,1.18E-06,7,0.143,-5.385,0.0451,149.98,0.189
Stitch By Stitch,Javier Colon,0,1,60216,0.211,0.507,196320,0.654,4.25E-06,10,0.163,-6.327,0.0467,179.955,0.197
Taboo,Don Omar,0,1,60396,0.0449,0.43,292160,0.886,0,0,0.0879,-5.811,0.0828,187.38,0.808
Long Hot Summer,Keith Urban,0,1,60488,0.0301,0.657,273587,0.785,4.62E-06,3,0.0927,-8.428,0.037,127.987,0.769
Oh My,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",1,1,60599,0.0083,0.614,263686,0.786,0,10,0.359,-5.785,0.0277,136.033,0.365
One More Drinkin' Song,Jerrod Niemann,0,1,60699,0.473,0.734,167813,0.698,8.02E-05,9,0.297,-5.833,0.0331,114.031,0.605
It Girl,Jason Derulo,0,1,60838,0.0165,0.668,192200,0.718,0,1,0.104,-4.736,0.0605,91.993,0.345
Nothing,The Script,0,1,60888,0.00369,0.473,272213,0.833,0,2,0.118,-5.013,0.039,157.012,0.503
I Got You,Thompson Square,0,1,60994,0.0123,0.533,183867,0.799,0.000879,2,0.106,-2.594,0.0531,127.04,0.521
Martians Vs Goblins,"Game Featuring Lil Wayne & Tyler, The Creator",1,1,61099,0.0803,0.476,228827,0.81,0,4,0.568,-3.414,0.265,83.309,0.642
MegaMan,Lil Wayne,0,1,61151,0.0114,0.504,198280,0.856,0,11,0.256,-5.024,0.286,101.866,0.335
Paradise,Coldplay,0,1,61315,0.0522,0.449,278719,0.585,8.49E-05,5,0.0833,-6.762,0.0268,139.627,0.203
Strange Clouds,B.o.B Featuring Lil Wayne,1,1,61506,0.0607,0.531,226293,0.665,0,8,0.131,-6.672,0.286,73.726,0.8
I Don't Want This Night To End,Luke Bryan,0,1,61589,0.0275,0.616,219973,0.728,0,9,0.228,-4.02,0.0278,111.934,0.375
I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,1,1,61675,0.333,0.709,217522,0.669,0.000295,9,0.0656,-7.934,0.0287,128.049,0.801
Good Good Night,Roscoe Dash,0,1,61790,0.133,0.645,205053,0.958,0,10,0.327,-3.872,0.286,160.084,0.834
You The Boss,Rick Ross Featuring Nicki Minaj,1,1,61883,0.00704,0.715,280667,0.68,0,11,0.139,-6.57,0.14,140.991,0.473
Stronger (What Doesn't Kill You),Kelly Clarkson,0,1,61963,0.046,0.562,221947,0.939,0,0,0.112,-4.282,0.0475,116.044,0.684
Last Friday Night,Glee Cast,0,1,62071,0.0029,0.657,228067,0.848,0,11,0.123,-4.04,0.0368,126.002,0.784
If This Was A Movie,Taylor Swift,0,1,62109,0.166,0.511,234547,0.719,4.54E-06,4,0.34,-3.457,0.0265,147.852,0.289
You Da One,Rihanna,0,1,62172,0.503,0.702,200013,0.715,2.44E-05,5,0.126,-5.377,0.0425,127.05,0.863
I Can't Go For That / You Make My Dreams,Glee Cast,0,1,62279,0.0264,0.637,161320,0.836,0,2,0.0958,-3.941,0.0789,184.04,0.898
Strip,Chris Brown Featuring Kevin K-MAC McCall,1,1,62384,0.00863,0.803,167813,0.79,0,1,0.0441,-4.353,0.125,94.982,0.712
I Kissed A Girl,Glee Cast,0,1,62465,0.00335,0.687,179947,0.756,0,9,0.0663,-3.601,0.0596,130.045,0.623
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,1,1,62547,0.00171,0.436,219773,0.61,0,9,0.217,-5.685,0.134,141.951,0.0972
Safe & Sound,Taylor Swift Featuring The Civil Wars,1,1,62729,0.883,0.472,240067,0.3,1.04E-05,7,0.0698,-10.807,0.028,144.317,0.289
The Champ,Nelly,0,1,62863,0.212,0.548,189000,0.883,0,6,0.0828,-4.697,0.0766,167.998,0.796
Drive By,Train,0,1,63059,0.00107,0.765,195973,0.837,1.06E-05,1,0.0801,-3.113,0.032,122.028,0.721
Faded,Tyga Featuring Lil Wayne,1,1,63151,0.0103,0.831,206667,0.667,0,1,0.35,-8.438,0.188,95.073,0.339
Drink On It,Blake Shelton,0,1,63280,0.0365,0.643,211067,0.725,1.20E-06,7,0.326,-5.632,0.0231,93.975,0.683
Bad,Glee Cast,0,1,63379,0.0055,0.628,294227,0.922,3.69E-06,9,0.181,-4.638,0.0759,119.005,0.532
Somethin' 'Bout A Truck,Kip Moore,0,1,63488,0.0697,0.554,213827,0.794,0,11,0.63,-5.417,0.035,176.01,0.79
What Makes You Beautiful,One Direction,0,1,63527,0.009,0.726,199987,0.787,0,4,0.0596,-2.494,0.0737,124.99,0.888
Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech,1,1,63599,0.0166,0.507,502909,0.699,0.00172,1,0.112,-7.483,0.0814,139.909,0.0744
What Doesn't Kill You (Stronger),Glee Cast,0,1,63665,0.00863,0.618,221027,0.752,0.000175,0,0.127,-4.828,0.0302,115.957,0.679
Live My Life,Far*East Movement Featuring Justin Bieber,1,1,63720,0.00289,0.683,237107,0.804,0,9,0.0949,-6.592,0.0849,128.007,0.522
Midnight City,M83.,0,1,63873,0.0161,0.526,241440,0.712,0,11,0.179,-6.525,0.0356,105.009,0.32
Crew Love,Drake Featuring The Weeknd,1,1,64099,0.227,0.418,208813,0.546,0,0,0.229,-9.057,0.238,160.152,0.294
Got My Country On,Chris Cagle,0,1,64197,0.185,0.505,233787,0.839,0,7,0.0406,-4.557,0.0538,160.154,0.511
Beez In The Trap,Nicki Minaj Featuring 2 Chainz,1,1,64277,0.0227,0.813,268493,0.782,0.00165,9,0.0956,-6.005,0.218,150.003,0.681
Somebody That I Used To Know,Glee Cast,0,1,64325,0.554,0.833,246187,0.467,1.14E-05,8,0.135,-7.693,0.0355,128.918,0.814
Stay Schemin,Rick Ross Featuring Drake & French Montana,1,1,64457,0.0621,0.541,267720,0.734,0,7,0.12,-4.232,0.166,162.304,0.321
