Title,Artist,Featuring,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,Hit
We Belong - Single Version,Pat Benatar,0,222320,0.415,0.705,0.59,0.0,5,0.271,-5.2010000000000005,0.0407,135.17600000000002,0.344,0
Let's Hear It for the Boy,Deniece Williams,0,261893,0.177,0.7829999999999999,0.573,8.499999999999999e-05,7,0.043,-8.521,0.0462,122.744,0.789,0
Keep on Loving You - Remastered,REO Speedwagon,0,200293,0.0519,0.306,0.722,0.0,0,0.11699999999999999,-5.962999999999999,0.034,174.732,0.41,0
It's Still Rock and Roll to Me,Billy Joel,0,177266,0.0958,0.745,0.655,1.99e-06,5,0.0895,-7.5889999999999995,0.166,141.429,0.5820000000000001,0
Hold Me Now,Thompson Twins,0,286666,0.6579999999999999,0.787,0.517,1.07e-05,7,0.292,-12.794,0.0332,108.186,0.885,0
Everyday People,Joan Jett & The Blackhearts,0,159986,0.0265,0.5710000000000001,0.871,0.0,7,0.102,-6.226,0.0621,119.852,0.7490000000000001,0
Talking In Your Sleep,The Romantics,0,236866,0.00673,0.708,0.851,0.00016999999999999999,9,0.10400000000000001,-10.995999999999999,0.0329,129.773,0.982,0
Jump (For My Love),The Pointer Sisters,0,263440,0.107,0.86,0.705,8.87e-06,10,0.149,-12.514000000000001,0.0894,134.395,0.8540000000000001,0
Oh Sherrie,Steve Perry,0,228800,0.312,0.5770000000000001,0.665,8.89e-05,5,0.138,-5.572,0.0285,101.807,0.305,0
I Want Candy,Bow Wow Wow,0,164533,0.006229999999999999,0.6859999999999999,0.649,0.0625,7,0.0592,-12.935,0.0642,109.984,0.76,0
"Ghostbusters - From ""Ghostbusters""","Ray Parker, Jr.",0,245600,0.0192,0.787,0.588,0.0205,6,0.34700000000000003,-14.228,0.0355,115.51299999999999,0.8029999999999999,0
Take Me Home Tonight,Eddie Money,0,211466,0.11800000000000001,0.622,0.845,0.0,1,0.0984,-5.984,0.0324,132.752,0.715,0
You Got It,Roy Orbison,0,211226,0.5660000000000001,0.652,0.634,1.08e-06,9,0.15,-9.914,0.0261,114.681,0.674,0
"I'm Alright (Theme from ""Caddyshack"")",Kenny Loggins,0,227040,0.0902,0.5579999999999999,0.867,0.0,7,0.37799999999999995,-6.439,0.0449,163.213,0.9420000000000001,0
Shake Your Body (Down to the Ground) - Single Edit,The Jacksons,0,224893,0.0307,0.774,0.8029999999999999,0.0,0,0.34700000000000003,-4.959,0.0877,117.77799999999999,0.813,0
Walk Like an Egyptian,The Bangles,0,204706,0.00344,0.7240000000000001,0.8909999999999999,4.66e-05,11,0.3,-7.818,0.0995,103.022,0.8190000000000001,0
Hypnotize (feat. Pam Long) - 2016 Remastered,The Notorious B.I.G.,1,229906,0.165,0.9,0.6809999999999999,0.0,9,0.23,-3.758,0.27399999999999997,93.927,0.638,0
California Love - Original Version,2Pac,0,284480,0.0292,0.7609999999999999,0.847,2.26e-06,7,0.39,-3.068,0.0417,91.51899999999999,0.765,0
Don't Believe The Hype,Public Enemy,0,319493,0.0142,0.884,0.47200000000000003,0.0,11,0.142,-13.776,0.34600000000000003,98.425,0.826,0
"Flava In Ya Ear (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes & Rampage) - 2016 Remastered",Craig Mack,1,302866,0.203,0.5,0.899,0.0,9,0.177,-3.907,0.467,177.815,0.754,0
The Rain (Supa Dupa Fly),Missy Elliott,0,246173,0.11699999999999999,0.8540000000000001,0.58,0.00471,1,0.0921,-10.008,0.217,162.116,0.7,0
The World Is Yours,Nas,0,290573,0.27399999999999997,0.6779999999999999,0.794,1.68e-06,10,0.124,-6.186,0.14,87.374,0.54,0
Hip Hop Hooray,Naughty By Nature,0,267266,0.102,0.862,0.642,0.0,6,0.272,-13.652000000000001,0.10099999999999999,99.20100000000001,0.765,0
Keep Their Heads Ringin',Dr. Dre,0,305573,0.0442,0.672,0.785,0.00253,9,0.136,-4.2139999999999995,0.109,90.574,0.21899999999999997,0
Juicy - 2016 Remastered,The Notorious B.I.G.,0,302546,0.48700000000000004,0.858,0.8959999999999999,0.0,9,0.235,-2.344,0.26,96.0,0.7829999999999999,0
Gangsta's Paradise,Coolio,0,240693,0.0655,0.647,0.514,0.0,8,0.39799999999999996,-10.05,0.0593,79.97399999999999,0.387,0
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,1,211493,0.0285,0.5489999999999999,0.853,0.000296,7,0.618,-4.293,0.188,94.695,0.34600000000000003,0
Crush On You,Lil' Kim,0,275640,0.278,0.8270000000000001,0.635,0.00011899999999999999,11,0.109,-6.77,0.251,88.87,0.7659999999999999,0
The Humpty Dance,Digital Underground,0,391693,0.0341,0.813,0.693,0.0,10,0.121,-8.0,0.266,103.508,0.618,0
Cause I Can Do It Right,Big Daddy Kane,0,249506,0.309,0.769,0.6809999999999999,1.2e-05,1,0.248,-12.905999999999999,0.136,108.462,0.9009999999999999,0
Jump Around,House Of Pain,0,214946,0.0113,0.8540000000000001,0.71,8.72e-05,4,0.166,-6.32,0.0793,106.89399999999999,0.818,0
Put Your Hands Where My Eyes Could See,Busta Rhymes,0,194293,0.00864,0.9059999999999999,0.623,4.19e-06,1,0.0753,-6.711,0.303,99.49799999999999,0.715,0
"It's All About The Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",Diddy,1,278200,0.0405,0.856,0.696,8.75e-06,6,0.0901,-3.51,0.226,89.738,0.718,0
Sexy M.F.,Prince,0,326093,0.16899999999999998,0.77,0.7440000000000001,0.00223,2,0.0537,-8.133,0.0937,106.15,0.5479999999999999,0
Rump Shaker,Wreckx-N-Effect,0,311506,0.00372,0.865,0.836,0.00551,1,0.301,-6.087999999999999,0.225,102.75399999999999,0.248,0
Hail Mary,Makaveli,0,309800,0.158,0.654,0.637,1.28e-05,10,0.33799999999999997,-6.915,0.293,81.947,0.364,0
I Got 5 On It,Luniz,0,253533,0.193,0.583,0.6920000000000001,0.0,10,0.121,-7.932,0.36200000000000004,174.141,0.595,0
Who Am I (What's My Name)?,Snoop Dogg,0,246320,0.000136,0.6920000000000001,0.833,1.98e-05,7,0.515,-3.9739999999999998,0.0492,96.814,0.6920000000000001,0
U.N.I.T.Y.,Queen Latifah,0,251906,0.00561,0.659,0.738,0.0,4,0.319,-4.077,0.36200000000000004,93.796,0.516,0
Mama Said Knock You Out,LL Cool J,0,287893,0.0402,0.802,0.794,0.5,10,0.342,-7.351,0.125,102.37,0.614,0
Mind Playing Tricks on Me,Geto Boys,0,308733,0.207,0.8859999999999999,0.512,0.0,10,0.0991,-11.825,0.237,93.99700000000001,0.45399999999999996,0
I Get Around,2Pac,0,259000,0.157,0.8490000000000001,0.42200000000000004,1.1900000000000001e-05,10,0.255,-13.95,0.122,96.21600000000001,0.624,0
Big Poppa,The Notorious B.I.G.,0,252746,0.43200000000000005,0.778,0.578,0.0,9,0.138,-7.22,0.27399999999999997,84.48700000000001,0.758,0
"Shook Ones, Pt. II",Mobb Deep,0,325506,0.0146,0.763,0.7859999999999999,0.0114,10,0.0817,-6.472,0.22899999999999998,93.85700000000001,0.504,0
Runnin',The Pharcyde,0,296266,0.0287,0.754,0.785,0.00144,10,0.319,-8.177999999999999,0.18,94.12299999999999,0.821,0
N.Y. State of Mind,Nas,0,293973,0.0394,0.665,0.91,0.0,6,0.22699999999999998,-4.6819999999999995,0.223,84.09899999999999,0.887,0
Bring Da Ruckus,Wu-Tang Clan,0,251466,0.23399999999999999,0.794,0.627,0.0,11,0.35,-9.431000000000001,0.36,87.554,0.518,0
Oh My God,A Tribe Called Quest,0,208840,0.0327,0.866,0.698,0.0187,10,0.10800000000000001,-7.976,0.272,94.64,0.713,0
Informer,Snow,0,268910,0.0984,0.763,0.742,0.0,6,0.38,-10.975,0.188,98.145,0.483,0
Killing Me Softly With His Song,Fugees,0,298773,0.0279,0.765,0.29,1.02e-06,4,0.5710000000000001,-17.117,0.139,92.40899999999999,0.506,0
Love Like This - 2016 Remaster,Faith Evans,0,271920,0.00381,0.7090000000000001,0.7140000000000001,0.0,0,0.0513,-4.038,0.0786,100.866,0.759,0
Feel So Good - 2016 Remastered,Mase,0,204666,0.168,0.762,0.773,0.0,1,0.11699999999999999,-6.037000000000001,0.255,105.154,0.568,0
Insane in the Brain,Cypress Hill,0,210160,0.0208,0.9009999999999999,0.63,0.0987,8,0.10300000000000001,-10.841,0.188,102.182,0.73,0
Baby Got Back,Sir Mix-A-Lot,0,262826,0.00471,0.9329999999999999,0.664,0.0,1,0.0908,-11.280999999999999,0.311,128.467,0.616,0
Sabotage,Beastie Boys,0,178440,0.032,0.324,0.938,0.0321,6,0.0961,-7.332000000000001,0.102,168.13099999999997,0.5429999999999999,0
O.P.P,Naughty By Nature,0,271066,0.0326,0.848,0.838,4.63e-06,4,0.124,-11.949000000000002,0.0723,97.735,0.774,0
Fight The Power,Public Enemy,0,282640,0.00484,0.797,0.5820000000000001,2.04e-06,2,0.517,-12.97,0.255,105.97399999999999,0.415,0
Poison,Bell Biv DeVoe,0,261866,0.00217,0.838,0.575,0.00872,6,0.6409999999999999,-10.126,0.221,111.89200000000001,0.726,0
U Can't Touch This,MC Hammer,0,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222000000000001,0.0875,133.148,0.866,0
Tennessee - Remastered,Arrested Development,0,272706,0.0284,0.815,0.851,0.0,1,0.34299999999999997,-3.667,0.17800000000000002,99.915,0.674,0
Around The Way Girl,LL Cool J,0,246533,0.00435,0.608,0.669,0.0109,1,0.337,-10.834000000000001,0.335,202.062,0.679,0
Can't You See (feat. The Notorious B.I.G.) - 2016 Remastered,Total,1,279520,0.195,0.7070000000000001,0.735,5.88e-06,8,0.34700000000000003,-4.881,0.0615,86.271,0.8290000000000001,0
Get Ur Freak On,Missy Elliott,0,211120,0.5329999999999999,0.797,0.75,0.10800000000000001,0,0.095,-9.369,0.247,177.87,0.74,0
Can I Kick It?,A Tribe Called Quest,0,251573,0.17300000000000001,0.848,0.6659999999999999,0.000699,0,0.129,-6.547000000000001,0.27399999999999997,96.662,0.7440000000000001,0
Anywhere - 2016 Remastered,112,0,247213,0.183,0.583,0.557,0.0,7,0.109,-6.045,0.27,125.88799999999999,0.856,0
"Very Special - feat. Spinderella, Laree Williams And Karen Anderson",Big Daddy Kane,0,305013,0.24100000000000002,0.6859999999999999,0.39799999999999996,0.0,8,0.0573,-13.360999999999999,0.14300000000000002,80.22800000000001,0.688,0
Woo Hah!! Got You All In Check,Busta Rhymes,0,271973,0.127,0.8420000000000001,0.831,0.0,1,0.0881,-7.072,0.242,92.053,0.8140000000000001,0
Return Of The Mack,Mark Morrison,0,213093,0.0063100000000000005,0.715,0.833,0.0,2,0.16399999999999998,-5.379,0.10800000000000001,95.48700000000001,0.612,0
Just A Friend,Biz Markie,0,238266,0.12,0.862,0.6629999999999999,0.0,0,0.318,-9.004,0.21,85.30799999999999,0.8370000000000001,0
Shimmy Shimmy Ya,Ol' Dirty Bastard,0,161400,0.09699999999999999,0.8140000000000001,0.48100000000000004,3.8299999999999996e-05,0,0.0495,-5.183,0.245,96.25200000000001,0.193,0
Money Ain't a Thang,Jermaine Dupri,0,254253,0.0581,0.8540000000000001,0.738,0.0,6,0.106,-7.284,0.244,100.0,0.847,0
Got Your Money (feat. Kelis),Ol' Dirty Bastard,1,239546,0.0516,0.934,0.45899999999999996,0.0,1,0.222,-7.654,0.18899999999999997,103.04,0.6970000000000001,0
Knockin' Boots,Candyman,0,233120,0.0877,0.941,0.6779999999999999,0.0,7,0.358,-8.193999999999999,0.287,101.399,0.625,0
Gettin' Jiggy Wit It,Will Smith,0,227694,0.0175,0.8809999999999999,0.8740000000000001,1.19e-06,6,0.154,-4.505,0.139,107.891,0.858,0
Gone Till November,Wyclef Jean,0,207466,0.0888,0.677,0.503,1.4800000000000002e-05,4,0.182,-9.027000000000001,0.0867,85.926,0.41700000000000004,0
Rebirth Of Slick (Cool Like Dat),Digable Planets,0,261266,0.0476,0.884,0.33399999999999996,0.0588,1,0.107,-18.942999999999998,0.228,98.315,0.5710000000000001,0
No Scrubs,TLC,0,218026,0.0463,0.799,0.642,0.0,8,0.0616,-5.523,0.13,92.90700000000001,0.536,0
Doo Wop (That Thing),Ms. Lauryn Hill,0,320266,0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0.245,99.935,0.495,0
Summertime - Single Edit,DJ Jazzy Jeff & The Fresh Prince,0,237093,0.00328,0.614,0.752,0.0,7,0.379,-6.271,0.0652,95.01799999999999,0.444,0
Ghetto Supastar (That is What You Are),Pras,0,261133,0.0335,0.818,0.653,5.46e-06,1,0.22,-8.396,0.204,99.931,0.5329999999999999,0
Jump,Kris Kross,0,195106,0.0005009999999999999,0.7490000000000001,0.745,0.00403,2,0.33299999999999996,-10.625,0.16399999999999998,101.97200000000001,0.48100000000000004,0
No Diggity,Blackstreet,0,304600,0.303,0.868,0.6459999999999999,0.0,1,0.284,-4.6739999999999995,0.28800000000000003,88.641,0.67,0
Still Not a Player (feat. Joe),Big Pun,1,236120,0.19,0.902,0.653,0.000983,4,0.0895,-5.425,0.284,94.069,0.863,0
I Wish - Radio Edit,Skee-Lo,0,252306,0.00826,0.715,0.738,0.0,7,0.26,-10.139,0.157,97.87700000000001,0.573,0
Regulate,Warren G,0,248866,0.29,0.845,0.51,2.39e-06,11,0.114,-13.064,0.22399999999999998,95.265,0.74,0
Now That We Found Love,Heavy D & The Boyz,0,257693,0.0312,0.72,0.8909999999999999,0.0,8,0.21,-7.9110000000000005,0.0761,119.976,0.7,0
I'll Be There For You/You're All I Need To Get By,Method Man,0,307506,0.14400000000000002,0.6970000000000001,0.828,2.03e-06,1,0.33399999999999996,-3.733,0.0963,95.052,0.555,0
It Was A Good Day,Ice Cube,0,260306,0.135,0.78,0.754,0.0339,5,0.0467,-5.377000000000001,0.0949,82.395,0.81,0
Funkdafied,Da Brat,0,185933,0.0757,0.802,0.461,0.0,11,0.109,-12.367,0.302,90.995,0.74,0
On & On,Erykah Badu,0,225973,0.0534,0.758,0.408,0.00268,4,0.29600000000000004,-10.751,0.159,80.485,0.36700000000000005,0
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,1,218186,0.00561,0.4,0.841,0.0,11,0.33799999999999997,-5.367999999999999,0.14800000000000002,91.162,0.62,0
Under The Bridge,Red Hot Chili Peppers,0,265506,0.0168,0.5539999999999999,0.49,0.000534,4,0.136,-8.046,0.0457,84.275,0.513,0
Drive,Incubus,0,232453,0.0562,0.645,0.792,0.0121,4,0.11900000000000001,-7.34,0.036000000000000004,90.565,0.6659999999999999,0
Torn - Acoustic MTV Unplugged,Natalie Imbruglia,0,186400,0.7190000000000001,0.5379999999999999,0.47100000000000003,0.0,5,0.109,-8.402999999999999,0.0441,93.80799999999999,0.499,0
Wonderwall,Oasis,0,258906,0.00212,0.41200000000000003,0.8490000000000001,0.0,2,0.13,-5.625,0.0361,174.428,0.486,0
Give Me One Reason,Tracy Chapman,0,268333,0.602,0.608,0.419,7.58e-06,11,0.10800000000000001,-10.016,0.0331,100.22,0.602,0
High And Dry,Radiohead,0,257480,0.0718,0.418,0.38299999999999995,0.0177,4,0.0896,-11.782,0.0257,87.773,0.35200000000000004,0
Sunny Came Home,Shawn Colvin,0,264200,0.344,0.5539999999999999,0.58,0.00842,11,0.0989,-8.05,0.0322,167.83,0.402,0
Fade Into You,Mazzy Star,0,295600,0.245,0.42,0.33,0.000679,9,0.0677,-13.925,0.0275,157.143,0.175,0
Hallelujah,Jeff Buckley,0,413826,0.9309999999999999,0.32299999999999995,0.136,0.00119,0,0.17600000000000002,-10.33,0.0318,96.88,0.0828,0
Bitter Sweet Symphony,The Verve,0,358426,0.0415,0.389,0.889,0.0,9,0.46299999999999997,-6.546,0.0442,171.12099999999998,0.524,0
Meet Virginia,Train,0,239933,0.0863,0.675,0.5529999999999999,7.58e-06,7,0.11800000000000001,-7.775,0.0486,90.02,0.594,0
How's It Going To Be,Third Eye Blind,0,253413,0.0032700000000000003,0.562,0.593,0.00139,5,0.0967,-9.362,0.0263,80.289,0.574,0
Iris,The Goo Goo Dolls,0,289533,0.00125,0.315,0.715,7.97e-06,11,0.0942,-8.072000000000001,0.0362,155.925,0.49700000000000005,0
Mr. Jones,Counting Crows,0,272506,0.21100000000000002,0.581,0.8170000000000001,1.42e-06,0,0.24600000000000002,-6.542000000000001,0.0382,141.607,0.779,0
Good Riddance (Time of Your Life),Green Day,0,153466,0.183,0.475,0.43200000000000005,0.0,7,0.161,-7.843999999999999,0.0302,94.605,0.648,0
You Were Meant For Me,Jewel,0,254480,0.7909999999999999,0.5820000000000001,0.33,1.48e-06,6,0.105,-7.928,0.0347,111.87299999999999,0.40700000000000003,0
Fake Plastic Trees,Radiohead,0,290706,0.16699999999999998,0.45399999999999996,0.22899999999999998,0.102,2,0.20199999999999999,-12.592,0.0297,73.55199999999999,0.134,0
Zombie - Acoustic Version,The Cranberries,0,241560,0.00414,0.469,0.42700000000000005,3.77e-05,4,0.128,-7.954,0.0241,84.053,0.0821,0
Don't Speak,No Doubt,0,263000,0.24,0.522,0.7070000000000001,2.0399999999999998e-05,5,0.156,-7.1129999999999995,0.0354,76.05,0.5720000000000001,0
Save Tonight,Eagle-Eye Cherry,0,242733,8.14e-05,0.547,0.7070000000000001,0.000149,0,0.285,-8.74,0.0338,119.57600000000001,0.654,0
Glycerine - Acoustic,Bush,0,212893,0.56,0.648,0.278,0.00728,11,0.122,-9.25,0.037000000000000005,118.82700000000001,0.303,0
The Freshmen,The Verve Pipe,0,269466,0.0757,0.5710000000000001,0.505,1.04e-05,1,0.109,-9.312000000000001,0.0238,99.56200000000001,0.276,0
Loser,Beck,0,235000,0.0341,0.66,0.627,9.640000000000001e-05,6,0.385,-10.397,0.124,85.44,0.789,0
1979,The Smashing Pumpkins,0,265893,0.0218,0.768,0.7440000000000001,0.7120000000000001,8,0.063,-11.267000000000001,0.0338,127.036,0.963,0
Losing My Religion,R.E.M.,0,267733,0.0767,0.672,0.841,0.0,9,0.135,-5.992000000000001,0.0285,125.43700000000001,0.82,0
Push,Matchbox Twenty,0,238666,0.0067,0.42,0.672,0.0,6,0.10800000000000001,-7.902,0.027000000000000003,168.019,0.47600000000000003,0
When I Come Around,Green Day,0,178000,0.0175,0.531,0.909,0.0,11,0.231,-4.236000000000001,0.034,97.546,0.8140000000000001,0
What It's Like,Everlast,0,303133,0.0904,0.6779999999999999,0.556,0.0334,0,0.0866,-7.422999999999999,0.0281,85.15799999999999,0.405,0
Plush - Acoustic,Stone Temple Pilots,0,230293,0.7120000000000001,0.644,0.363,0.0,5,0.659,-11.019,0.0397,133.39600000000002,0.303,0
Everlong - Acoustic Version,Foo Fighters,0,250906,0.909,0.643,0.344,0.0112,2,0.106,-11.342,0.0349,144.171,0.547,0
Name,The Goo Goo Dolls,0,270000,0.0691,0.46399999999999997,0.701,0.00182,9,0.0766,-5.943,0.0341,73.97,0.40700000000000003,0
A Long December,Counting Crows,0,295066,0.469,0.39799999999999996,0.591,0.000588,5,0.337,-6.925,0.0298,142.336,0.425,0
Kiss From A Rose - Acoustic Version,Seal,0,324066,0.743,0.659,0.40700000000000003,0.0,4,0.0784,-9.718,0.0353,119.321,0.26899999999999996,0
Head Over Feet - Live/Unplugged Version,Alanis Morissette,0,262560,0.0688,0.42100000000000004,0.7340000000000001,0.0,0,0.9740000000000001,-8.692,0.0511,168.77200000000002,0.34,0
All The Small Things,blink-182,0,168000,0.0122,0.439,0.8909999999999999,0.0,0,0.547,-4.763999999999999,0.057,148.599,0.695,0
Black Hole Sun,Soundgarden,0,318040,0.000336,0.35600000000000004,0.7170000000000001,0.00011999999999999999,6,0.0727,-8.488999999999999,0.0367,105.78,0.193,0
Slide,The Goo Goo Dolls,0,212066,0.00483,0.395,0.843,0.0,8,0.0404,-4.476,0.0374,112.42299999999999,0.48100000000000004,0
Crash into Me,Dave Matthews Band,0,316466,0.122,0.541,0.677,0.0191,4,0.0938,-10.764000000000001,0.0373,101.1,0.555,0
Santeria,Sublime,0,183200,0.0223,0.6729999999999999,0.772,1.23e-06,1,0.141,-5.246,0.0427,90.35600000000001,0.585,0
Waterfalls,TLC,0,279506,0.311,0.77,0.505,7.4e-05,1,0.0777,-7.345,0.0828,171.798,0.757,0
I Don't Want to Miss a Thing,Aerosmith,0,298760,0.165,0.38299999999999995,0.662,0.0,2,0.248,-5.162000000000001,0.0333,121.154,0.138,0
She's so High,Tal Bachman,0,224693,0.2,0.537,0.84,2.15e-06,9,0.0998,-4.626,0.0363,124.26899999999999,0.21100000000000002,0
When You Say Nothing At All,Alison Krauss & Union Station,0,261120,0.7140000000000001,0.509,0.242,0.000365,3,0.127,-13.353,0.0291,169.642,0.44799999999999995,0
I Don't Want to Wait - Remastered Version,Paula Cole,0,318773,0.315,0.391,0.514,5.87e-06,11,0.0567,-6.398,0.0447,177.872,0.43700000000000006,0
Sex & Candy,Marcy Playground,0,173493,0.23800000000000002,0.67,0.5579999999999999,0.0,2,0.106,-9.158999999999999,0.0251,80.51100000000001,0.63,0
Where Is My Mind?,Pixies,0,231666,0.0177,0.508,0.597,0.0008560000000000001,4,0.091,-8.062999999999999,0.0396,81.98200000000001,0.185,0
Lovefool - Radio Edit,The Cardigans,0,193893,0.0646,0.64,0.602,0.0,9,0.375,-7.902,0.0299,111.87,0.951,0
Kind & Generous,Natalie Merchant,0,241013,0.35,0.593,0.611,0.5329999999999999,3,0.605,-6.773,0.0504,93.171,0.473,0
Karma Police,Radiohead,0,264066,0.0626,0.36,0.505,9.22e-05,7,0.172,-9.129,0.026000000000000002,74.807,0.317,0
Alive,Pearl Jam,0,341160,0.00636,0.325,0.83,9.86e-06,2,0.255,-7.615,0.0415,74.992,0.56,0
Stellar - acoustic,Incubus,0,195973,0.519,0.40299999999999997,0.498,0.0,9,0.267,-6.888,0.0332,128.192,0.35100000000000003,0
All For You,Sister Hazel,0,218706,0.0399,0.631,0.7559999999999999,4.3700000000000005e-05,8,0.0924,-6.377999999999999,0.0376,137.039,0.6709999999999999,0
Motorcycle Drive By,Third Eye Blind,0,262626,0.0127,0.42200000000000004,0.5770000000000001,0.0008609999999999999,0,0.0848,-9.292,0.0263,122.506,0.615,0
All Apologies,Sinéad O'Connor,0,157733,0.91,0.743,0.0262,0.0241,4,0.0878,-27.691,0.0363,100.053,0.33299999999999996,0
Foolish Games,Jewel,0,340666,0.9440000000000001,0.298,0.0735,0.000401,5,0.0976,-16.472,0.0378,131.045,0.174,0
Where Have All the Cowboys Gone ? - Remastered Version,Paula Cole,0,266320,0.11900000000000001,0.68,0.723,7.69e-06,6,0.359,-5.598,0.0439,129.012,0.6759999999999999,0
Because The Night [MTV Unplugged Version],"10,000 Maniacs",0,223373,0.26,0.408,0.79,0.00027,11,0.765,-8.138,0.10300000000000001,122.624,0.34700000000000003,0
Both Hands,Ani DiFranco,0,218800,0.89,0.77,0.115,5.85e-06,7,0.105,-19.668,0.0632,138.966,0.353,0
Save Me,Aimee Mann,0,274493,0.604,0.616,0.34600000000000003,0.00232,10,0.0914,-10.437999999999999,0.0304,143.351,0.344,0
You Learn - Live/Unplugged Version,Alanis Morissette,0,261973,0.0639,0.308,0.7809999999999999,1.1599999999999999e-05,0,0.978,-7.0520000000000005,0.0746,166.93099999999998,0.28300000000000003,0
Three Marlenas,The Wallflowers,0,299440,0.0154,0.619,0.584,2.47e-05,8,0.0873,-10.742,0.0255,107.28,0.5770000000000001,0
"The Times They Are A-Changin' - Live at Sony Music Studios, New York, NY - November 1994",Bob Dylan,0,348560,0.63,0.39299999999999996,0.41600000000000004,0.007909999999999999,9,0.986,-13.243,0.0401,163.60399999999998,0.512,0
Sweet Child O' Mine,Sheryl Crow,0,234133,0.0867,0.5920000000000001,0.865,3.53e-06,7,0.10300000000000001,-3.1830000000000003,0.0282,124.27799999999999,0.659,0
Breathe - Remastered Version,Faith Hill,0,247066,0.122,0.506,0.563,0.0,7,0.302,-6.881,0.0284,137.17700000000002,0.24600000000000002,0
She Talks To Angels - Acoustic Bonus Version,The Black Crowes,0,379360,0.391,0.47700000000000004,0.456,0.0,4,0.141,-7.726,0.0349,144.71,0.337,0
Cowboy Take Me Away,Dixie Chicks,0,287266,0.365,0.467,0.622,0.00527,6,0.0982,-7.255,0.031,164.418,0.455,0
California Stars,Billy Bragg,0,298533,0.42200000000000004,0.622,0.736,1.18e-05,9,0.0829,-9.229,0.0292,110.24,0.723,0
Annabelle,Gillian Welch,0,243866,0.8959999999999999,0.575,0.20199999999999999,0.00528,9,0.139,-11.925999999999998,0.0317,149.509,0.284,0
In the Aeroplane Over the Sea,Neutral Milk Hotel,0,202346,0.395,0.275,0.7140000000000001,0.0,7,0.115,-5.124,0.0328,94.08200000000001,0.242,0
Semi-Charmed Life,Third Eye Blind,0,268360,0.008320000000000001,0.64,0.8640000000000001,0.0,7,0.12300000000000001,-6.5760000000000005,0.0315,102.02600000000001,0.7,0
Two Princes,Spin Doctors,0,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,0.0601,103.73100000000001,0.836,0
Closing Time,Semisonic,0,273533,0.0237,0.486,0.867,1.66e-06,7,0.155,-5.483,0.0295,92.757,0.281,0
One Headlight,The Wallflowers,0,312587,0.00106,0.701,0.564,0.00277,2,0.0657,-9.039,0.0294,107.53299999999999,0.723,0
Hey Jealousy,Gin Blossoms,0,236066,0.00117,0.46399999999999997,0.785,1.46e-06,6,0.32799999999999996,-7.42,0.0436,153.005,0.528,0
I'm Gonna Be (500 Miles),The Proclaimers,0,219466,0.151,0.851,0.551,0.0,4,0.0827,-5.1770000000000005,0.0396,131.922,0.807,0
Good,Better Than Ezra,0,185093,0.00037200000000000004,0.615,0.657,0.0204,7,0.132,-6.872999999999999,0.028999999999999998,109.95,0.792,0
If You Could Only See,Tonic,0,263280,0.00131,0.41700000000000004,0.946,0.0,10,0.154,-4.056,0.0507,95.245,0.517,0
You Get What You Give,New Radicals,0,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,0.0307,113.961,0.711,0
Lump,The Presidents Of The United States Of America,0,134200,0.00468,0.499,0.873,0.0,6,0.165,-3.9019999999999997,0.0386,142.726,0.8640000000000001,0
Someday - Remastered,Sugar Ray,0,243333,0.0108,0.743,0.67,0.0702,1,0.22,-4.547,0.0293,110.83200000000001,0.934,0
All I Want,Toad The Wet Sprocket,0,196333,0.0558,0.6,0.8109999999999999,6.82e-06,5,0.109,-7.693,0.0788,124.303,0.622,0
Flagpole Sitta,Harvey Danger,0,217266,0.0018399999999999998,0.35100000000000003,0.899,0.00011599999999999999,7,0.284,-4.119,0.0432,145.015,0.508,0
Laid,James,0,156866,0.0196,0.47700000000000004,0.965,0.000126,0,0.138,-5.735,0.0361,116.251,0.642,0
Selling The Drama,Live,0,205413,0.00913,0.444,0.904,0.00011100000000000001,6,0.145,-6.733,0.0633,124.25299999999999,0.341,0
My Own Worst Enemy,Lit,0,169026,0.0012900000000000001,0.494,0.946,0.0,4,0.39799999999999996,-2.7569999999999997,0.0637,103.40799999999999,0.741,0
In The Meantime,Spacehog,0,299506,0.083,0.26899999999999996,0.895,0.00266,9,0.153,-6.382000000000001,0.11800000000000001,168.479,0.16,0
Barely Breathing,Duncan Sheik,0,254546,0.0281,0.48200000000000004,0.807,0.0,0,0.177,-6.976,0.0457,187.918,0.516,0
The Way,Fastball,0,257093,0.154,0.653,0.8740000000000001,1.36e-05,6,0.307,-5.66,0.0341,120.84,0.902,0
Everything You Want,Vertical Horizon,0,257066,0.0504,0.637,0.759,0.0,3,0.0642,-6.388999999999999,0.0305,93.898,0.741,0
